chrom	start	end	direction	depth	sample	totalCoverage
Pf3D7_14_v3	3214353	3214476	for	188	xV01	FALSE
Pf3D7_14_v3	3214353	3214476	for	344	xV06	FALSE
Pf3D7_14_v3	3214353	3214476	for	405	xV02	FALSE
Pf3D7_14_v3	3214353	3214476	for	493	xV05	FALSE
Pf3D7_14_v3	3214353	3214476	for	504	xV03	FALSE
Pf3D7_14_v3	3214353	3214476	for	87	xV04	FALSE
Pf3D7_14_v3	3239424	3239545	rev	0	xV04	FALSE
Pf3D7_14_v3	3239424	3239545	rev	0	xV05	FALSE
Pf3D7_14_v3	3239424	3239545	rev	13	xV01	FALSE
Pf3D7_14_v3	3239424	3239545	rev	14	xV06	FALSE
Pf3D7_14_v3	3239424	3239545	rev	5	xV03	FALSE
Pf3D7_14_v3	3239424	3239545	rev	80	xV02	FALSE
Pf3D7_14_v3	39963	40135	for	103	xV04	FALSE
Pf3D7_14_v3	39963	40135	for	177	xV01	FALSE
Pf3D7_14_v3	39963	40135	for	177	xV03	FALSE
Pf3D7_14_v3	39963	40135	for	195	xV02	FALSE
Pf3D7_14_v3	39963	40135	for	40	xV05	FALSE
Pf3D7_14_v3	39963	40135	for	66	xV06	FALSE
Pf3D7_14_v3	407382	407569	rev	17	xV05	FALSE
Pf3D7_14_v3	407382	407569	rev	18	xV02	FALSE
Pf3D7_14_v3	407382	407569	rev	40	xV01	FALSE
Pf3D7_14_v3	407382	407569	rev	42	xV03	FALSE
Pf3D7_14_v3	407382	407569	rev	45	xV06	FALSE
Pf3D7_14_v3	407382	407569	rev	7	xV04	FALSE
Pf3D7_14_v3	47595	47725	for	205	xV06	FALSE
Pf3D7_14_v3	47595	47725	for	311	xV04	FALSE
Pf3D7_14_v3	47595	47725	for	461	xV05	FALSE
Pf3D7_14_v3	47595	47725	for	830	xV02	FALSE
Pf3D7_14_v3	47595	47725	for	847	xV01	FALSE
Pf3D7_14_v3	47595	47725	for	933	xV03	FALSE
Pf3D7_14_v3	564263	564350	rev	1399	xV06	FALSE
Pf3D7_14_v3	564263	564350	rev	1695	xV04	FALSE
Pf3D7_14_v3	564263	564350	rev	1731	xV03	FALSE
Pf3D7_14_v3	564263	564350	rev	1761	xV05	FALSE
Pf3D7_14_v3	564263	564350	rev	1873	xV01	FALSE
Pf3D7_14_v3	564263	564350	rev	2339	xV02	FALSE
Pf3D7_14_v3	602103	602114	rev	142	xV04	FALSE
Pf3D7_14_v3	602103	602114	rev	149	xV05	FALSE
Pf3D7_14_v3	602103	602114	rev	166	xV02	FALSE
Pf3D7_14_v3	602103	602114	rev	212	xV01	FALSE
Pf3D7_14_v3	602103	602114	rev	410	xV03	FALSE
Pf3D7_14_v3	602103	602114	rev	478	xV06	FALSE
Pf3D7_14_v3	620491	620657	for	169	xV01	FALSE
Pf3D7_14_v3	620491	620657	for	243	xV03	FALSE
Pf3D7_14_v3	620491	620657	for	325	xV06	FALSE
Pf3D7_14_v3	620491	620657	for	455	xV02	FALSE
Pf3D7_14_v3	620491	620657	for	67	xV04	FALSE
Pf3D7_14_v3	620491	620657	for	87	xV05	FALSE
Pf3D7_14_v3	654530	654626	rev	122	xV05	FALSE
Pf3D7_14_v3	654530	654626	rev	166	xV02	FALSE
Pf3D7_14_v3	654530	654626	rev	286	xV06	FALSE
Pf3D7_14_v3	654530	654626	rev	298	xV01	FALSE
Pf3D7_14_v3	654530	654626	rev	573	xV03	FALSE
Pf3D7_14_v3	654530	654626	rev	99	xV04	FALSE
Pf3D7_14_v3	724736	724841	for	10	xV04	FALSE
Pf3D7_14_v3	724736	724841	for	22	xV03	FALSE
Pf3D7_14_v3	724736	724841	for	24	xV05	FALSE
Pf3D7_14_v3	724736	724841	for	57	xV01	FALSE
Pf3D7_14_v3	724736	724841	for	61	xV06	FALSE
Pf3D7_14_v3	724736	724841	for	73	xV02	FALSE
Pf3D7_14_v3	832581	832594	rev	126	xV01	FALSE
Pf3D7_14_v3	832581	832594	rev	241	xV03	FALSE
Pf3D7_14_v3	832581	832594	rev	2	xV06	FALSE
Pf3D7_14_v3	832581	832594	rev	63	xV02	FALSE
Pf3D7_14_v3	832581	832594	rev	68	xV05	FALSE
Pf3D7_14_v3	832581	832594	rev	9	xV04	FALSE
Pf3D7_14_v3	922754	922804	for	137	xV06	FALSE
Pf3D7_14_v3	922754	922804	for	402	xV04	FALSE
Pf3D7_14_v3	922754	922804	for	416	xV01	FALSE
Pf3D7_14_v3	922754	922804	for	436	xV05	FALSE
Pf3D7_14_v3	922754	922804	for	555	xV02	FALSE
Pf3D7_14_v3	922754	922804	for	586	xV03	FALSE
Pf3D7_14_v3	951410	951534	rev	364	xV05	FALSE
Pf3D7_14_v3	951410	951534	rev	416	xV01	FALSE
Pf3D7_14_v3	951410	951534	rev	728	xV02	FALSE
Pf3D7_14_v3	951410	951534	rev	770	xV04	FALSE
Pf3D7_14_v3	951410	951534	rev	929	xV06	FALSE
Pf3D7_14_v3	951410	951534	rev	981	xV03	FALSE
Pf3D7_01_v3	114472	114559	rev	0	xV01	TRUE
Pf3D7_01_v3	145514	145560	rev	42	xV01	TRUE
Pf3D7_01_v3	162383	162473	for	27	xV01	TRUE
Pf3D7_01_v3	179912	180042	for	0	xV01	TRUE
Pf3D7_01_v3	181574	181659	for	0	xV01	TRUE
Pf3D7_01_v3	269131	269190	rev	0	xV01	TRUE
Pf3D7_01_v3	486919	487057	for	95	xV01	TRUE
Pf3D7_01_v3	495993	496120	for	0	xV01	TRUE
Pf3D7_01_v3	512242	512383	for	0	xV01	TRUE
Pf3D7_01_v3	516176	516312	for	32	xV01	TRUE
Pf3D7_01_v3	531734	531875	for	0	xV01	TRUE
Pf3D7_01_v3	532712	532799	for	0	xV01	TRUE
Pf3D7_01_v3	534235	534360	for	35	xV01	TRUE
Pf3D7_01_v3	534945	535099	for	0	xV01	TRUE
Pf3D7_02_v3	109811	109977	rev	0	xV01	TRUE
Pf3D7_02_v3	198775	198899	rev	0	xV01	TRUE
Pf3D7_02_v3	278214	278324	rev	0	xV01	TRUE
Pf3D7_02_v3	291830	291979	rev	0	xV01	TRUE
Pf3D7_02_v3	299207	299375	rev	0	xV01	TRUE
Pf3D7_02_v3	374184	374366	for	0	xV01	TRUE
Pf3D7_02_v3	415026	415173	rev	0	xV01	TRUE
Pf3D7_02_v3	438688	438713	rev	16	xV01	TRUE
Pf3D7_02_v3	470576	470675	for	0	xV01	TRUE
Pf3D7_02_v3	501971	502040	rev	0	xV01	TRUE
Pf3D7_02_v3	596077	596218	for	0	xV01	TRUE
Pf3D7_02_v3	798865	799053	for	0	xV01	TRUE
Pf3D7_02_v3	805831	805865	for	10	xV01	TRUE
Pf3D7_03_v3	105008	105194	for	0	xV01	TRUE
Pf3D7_03_v3	106143	106241	rev	0	xV01	TRUE
Pf3D7_03_v3	118000	118096	for	0	xV01	TRUE
Pf3D7_03_v3	141977	142164	for	0	xV01	TRUE
Pf3D7_03_v3	221434	221463	rev	0	xV01	TRUE
Pf3D7_03_v3	224676	224851	rev	14	xV01	TRUE
Pf3D7_03_v3	357946	357947	for	51	xV01	TRUE
Pf3D7_03_v3	414966	415007	rev	160	xV01	TRUE
Pf3D7_03_v3	501862	502039	for	0	xV01	TRUE
Pf3D7_03_v3	515445	515446	for	83	xV01	TRUE
Pf3D7_03_v3	618446	618530	for	0	xV01	TRUE
Pf3D7_03_v3	654094	654121	rev	47	xV01	TRUE
Pf3D7_03_v3	749596	749616	for	0	xV01	TRUE
Pf3D7_03_v3	812635	812734	for	0	xV01	TRUE
Pf3D7_03_v3	831267	831341	rev	0	xV01	TRUE
Pf3D7_03_v3	850831	850976	rev	0	xV01	TRUE
Pf3D7_03_v3	85501	85640	rev	3	xV01	TRUE
Pf3D7_03_v3	855487	855517	rev	11	xV01	TRUE
Pf3D7_04_v3	1005294	1005358	rev	47	xV01	TRUE
Pf3D7_04_v3	1006234	1006284	rev	94	xV01	TRUE
Pf3D7_04_v3	1037655	1037822	for	0	xV01	TRUE
Pf3D7_04_v3	1042879	1043010	for	4	xV01	TRUE
Pf3D7_04_v3	1082713	1082852	rev	11	xV01	TRUE
Pf3D7_04_v3	1096059	1096232	for	0	xV01	TRUE
Pf3D7_04_v3	109969	110040	rev	0	xV01	TRUE
Pf3D7_04_v3	1100672	1100813	for	0	xV01	TRUE
Pf3D7_04_v3	1102437	1102558	for	0	xV01	TRUE
Pf3D7_04_v3	1113468	1113583	rev	0	xV01	TRUE
Pf3D7_04_v3	1128545	1128627	for	0	xV01	TRUE
Pf3D7_04_v3	115163	115217	rev	0	xV01	TRUE
Pf3D7_04_v3	129004	129157	rev	11	xV01	TRUE
Pf3D7_04_v3	133509	133686	rev	0	xV01	TRUE
Pf3D7_04_v3	138196	138317	for	0	xV01	TRUE
Pf3D7_04_v3	141819	141896	for	0	xV01	TRUE
Pf3D7_04_v3	143500	143683	for	0	xV01	TRUE
Pf3D7_04_v3	147658	147767	rev	15	xV01	TRUE
Pf3D7_04_v3	414405	414582	for	0	xV01	TRUE
Pf3D7_04_v3	415692	415766	for	0	xV01	TRUE
Pf3D7_04_v3	544741	544797	for	23	xV01	TRUE
Pf3D7_04_v3	612649	612796	for	0	xV01	TRUE
Pf3D7_04_v3	630457	630569	rev	0	xV01	TRUE
Pf3D7_04_v3	635169	635321	rev	0	xV01	TRUE
Pf3D7_04_v3	639824	639975	for	0	xV01	TRUE
Pf3D7_04_v3	647736	647776	rev	42	xV01	TRUE
Pf3D7_04_v3	677291	677328	rev	0	xV01	TRUE
Pf3D7_04_v3	693965	694049	for	0	xV01	TRUE
Pf3D7_04_v3	748409	748577	for	0	xV01	TRUE
Pf3D7_04_v3	766667	766795	for	12	xV01	TRUE
Pf3D7_04_v3	797459	797570	for	44	xV01	TRUE
Pf3D7_04_v3	802694	802709	for	79	xV01	TRUE
Pf3D7_04_v3	828825	828874	for	0	xV01	TRUE
Pf3D7_04_v3	840149	840187	for	0	xV01	TRUE
Pf3D7_04_v3	863380	863561	for	0	xV01	TRUE
Pf3D7_04_v3	880847	881005	for	29	xV01	TRUE
Pf3D7_04_v3	885690	885699	for	93	xV01	TRUE
Pf3D7_04_v3	900956	900988	rev	21	xV01	TRUE
Pf3D7_04_v3	907570	907571	for	10	xV01	TRUE
Pf3D7_04_v3	910424	910521	for	16	xV01	TRUE
Pf3D7_05_v3	1042211	1042268	for	12	xV01	TRUE
Pf3D7_05_v3	1043473	1043653	for	0	xV01	TRUE
Pf3D7_05_v3	110617	110728	rev	0	xV01	TRUE
Pf3D7_05_v3	1187920	1188062	rev	0	xV01	TRUE
Pf3D7_05_v3	1196919	1196989	for	2	xV01	TRUE
Pf3D7_05_v3	1217052	1217208	for	0	xV01	TRUE
Pf3D7_05_v3	1303718	1303868	rev	0	xV01	TRUE
Pf3D7_05_v3	1309668	1309681	for	26	xV01	TRUE
Pf3D7_05_v3	1322058	1322223	for	6	xV01	TRUE
Pf3D7_05_v3	267042	267133	for	3	xV01	TRUE
Pf3D7_05_v3	289912	289918	rev	0	xV01	TRUE
Pf3D7_05_v3	329405	329517	rev	0	xV01	TRUE
Pf3D7_05_v3	404715	404759	for	0	xV01	TRUE
Pf3D7_05_v3	481347	481348	for	41	xV01	TRUE
Pf3D7_05_v3	643869	643965	rev	0	xV01	TRUE
Pf3D7_05_v3	671369	671503	for	19	xV01	TRUE
Pf3D7_05_v3	796564	796802	for	0	xV01	TRUE
Pf3D7_05_v3	826854	826882	rev	104	xV01	TRUE
Pf3D7_05_v3	92081	92221	for	0	xV01	TRUE
Pf3D7_06_v3	1040343	1040344	for	0	xV01	TRUE
Pf3D7_06_v3	1047056	1047235	for	14	xV01	TRUE
Pf3D7_06_v3	1135801	1135810	rev	0	xV01	TRUE
Pf3D7_06_v3	116865	116977	for	30	xV01	TRUE
Pf3D7_06_v3	1237451	1237628	for	0	xV01	TRUE
Pf3D7_06_v3	1266074	1266255	rev	0	xV01	TRUE
Pf3D7_06_v3	1268186	1268325	rev	0	xV01	TRUE
Pf3D7_06_v3	1283023	1283024	for	5	xV01	TRUE
Pf3D7_06_v3	145373	145475	rev	0	xV01	TRUE
Pf3D7_06_v3	182956	183045	for	0	xV01	TRUE
Pf3D7_06_v3	251130	251284	rev	0	xV01	TRUE
Pf3D7_06_v3	532205	532355	for	0	xV01	TRUE
Pf3D7_06_v3	542220	542351	rev	0	xV01	TRUE
Pf3D7_06_v3	664659	664741	rev	26	xV01	TRUE
Pf3D7_06_v3	824042	824200	rev	0	xV01	TRUE
Pf3D7_06_v3	834383	834532	rev	0	xV01	TRUE
Pf3D7_06_v3	851811	851979	rev	0	xV01	TRUE
Pf3D7_06_v3	909068	909137	for	0	xV01	TRUE
Pf3D7_07_v3	1149500	1149514	rev	0	xV01	TRUE
Pf3D7_07_v3	1158168	1158279	rev	9	xV01	TRUE
Pf3D7_07_v3	1196305	1196326	rev	124	xV01	TRUE
Pf3D7_07_v3	1260534	1260601	rev	0	xV01	TRUE
Pf3D7_07_v3	1358729	1358910	for	0	xV01	TRUE
Pf3D7_07_v3	1361218	1361353	for	0	xV01	TRUE
Pf3D7_07_v3	157600	157771	rev	29	xV01	TRUE
Pf3D7_07_v3	257952	258012	for	0	xV01	TRUE
Pf3D7_07_v3	298915	298978	rev	0	xV01	TRUE
Pf3D7_07_v3	415445	415543	rev	0	xV01	TRUE
Pf3D7_07_v3	418704	418783	rev	67	xV01	TRUE
Pf3D7_07_v3	450845	450992	rev	0	xV01	TRUE
Pf3D7_07_v3	452250	452420	rev	0	xV01	TRUE
Pf3D7_07_v3	454025	454108	rev	0	xV01	TRUE
Pf3D7_07_v3	471402	471480	for	0	xV01	TRUE
Pf3D7_07_v3	484974	485120	for	23	xV01	TRUE
Pf3D7_07_v3	496480	496482	for	69	xV01	TRUE
Pf3D7_07_v3	628953	629058	rev	307	xV01	TRUE
Pf3D7_07_v3	717325	717494	for	0	xV01	TRUE
Pf3D7_07_v3	730025	730075	for	3	xV01	TRUE
Pf3D7_07_v3	732858	732865	rev	0	xV01	TRUE
Pf3D7_07_v3	936964	936971	for	0	xV01	TRUE
Pf3D7_08_v3	102382	102454	rev	0	xV01	TRUE
Pf3D7_08_v3	1104060	1104061	for	29	xV01	TRUE
Pf3D7_08_v3	1152533	1152640	for	0	xV01	TRUE
Pf3D7_08_v3	1176412	1176482	for	29	xV01	TRUE
Pf3D7_08_v3	1269349	1269432	for	8	xV01	TRUE
Pf3D7_08_v3	1290465	1290560	rev	0	xV01	TRUE
Pf3D7_08_v3	1304611	1304764	for	0	xV01	TRUE
Pf3D7_08_v3	1310686	1310871	for	0	xV01	TRUE
Pf3D7_08_v3	1311993	1312192	for	0	xV01	TRUE
Pf3D7_08_v3	1313603	1313656	for	15	xV01	TRUE
Pf3D7_08_v3	1315810	1315884	for	0	xV01	TRUE
Pf3D7_08_v3	1341248	1341292	for	22	xV01	TRUE
Pf3D7_08_v3	1344734	1344779	rev	0	xV01	TRUE
Pf3D7_08_v3	1362923	1363048	for	0	xV01	TRUE
Pf3D7_08_v3	149942	150033	for	77	xV01	TRUE
Pf3D7_08_v3	336550	336602	for	0	xV01	TRUE
Pf3D7_08_v3	339216	339302	rev	0	xV01	TRUE
Pf3D7_08_v3	355503	355683	for	0	xV01	TRUE
Pf3D7_08_v3	422354	422505	for	0	xV01	TRUE
Pf3D7_08_v3	549592	549685	for	0	xV01	TRUE
Pf3D7_08_v3	572298	572442	for	0	xV01	TRUE
Pf3D7_08_v3	703810	703997	rev	0	xV01	TRUE
Pf3D7_08_v3	753746	753851	rev	8	xV01	TRUE
Pf3D7_08_v3	856217	856347	rev	0	xV01	TRUE
Pf3D7_08_v3	879560	879730	for	0	xV01	TRUE
Pf3D7_08_v3	933059	933111	for	0	xV01	TRUE
Pf3D7_09_v3	1080654	1080739	rev	0	xV01	TRUE
Pf3D7_09_v3	1085268	1085276	for	0	xV01	TRUE
Pf3D7_09_v3	1175700	1175838	for	22	xV01	TRUE
Pf3D7_09_v3	1178902	1179069	for	0	xV01	TRUE
Pf3D7_09_v3	1202648	1202826	for	0	xV01	TRUE
Pf3D7_09_v3	1406464	1406492	for	0	xV01	TRUE
Pf3D7_09_v3	1437120	1437289	rev	8	xV01	TRUE
Pf3D7_09_v3	149415	149416	for	0	xV01	TRUE
Pf3D7_09_v3	168612	168658	for	68	xV01	TRUE
Pf3D7_09_v3	200646	200797	rev	0	xV01	TRUE
Pf3D7_09_v3	202902	203070	rev	0	xV01	TRUE
Pf3D7_09_v3	203855	203959	rev	0	xV01	TRUE
Pf3D7_09_v3	271023	271035	rev	0	xV01	TRUE
Pf3D7_09_v3	283758	283868	for	29	xV01	TRUE
Pf3D7_09_v3	512738	512892	for	56	xV01	TRUE
Pf3D7_09_v3	516977	517032	for	7	xV01	TRUE
Pf3D7_09_v3	550119	550245	rev	0	xV01	TRUE
Pf3D7_09_v3	596266	596332	rev	0	xV01	TRUE
Pf3D7_09_v3	597896	597966	for	0	xV01	TRUE
Pf3D7_09_v3	653224	653234	rev	23	xV01	TRUE
Pf3D7_09_v3	685625	685692	for	171	xV01	TRUE
Pf3D7_09_v3	849972	850148	for	35	xV01	TRUE
Pf3D7_09_v3	917212	917264	for	0	xV01	TRUE
Pf3D7_09_v3	974269	974291	for	29	xV01	TRUE
Pf3D7_10_v3	115450	115451	for	0	xV01	TRUE
Pf3D7_10_v3	1172278	1172282	rev	1234	xV01	TRUE
Pf3D7_10_v3	1189292	1189453	rev	47	xV01	TRUE
Pf3D7_10_v3	1267954	1268112	for	0	xV01	TRUE
Pf3D7_10_v3	1322929	1322934	for	354	xV01	TRUE
Pf3D7_10_v3	1377069	1377186	rev	0	xV01	TRUE
Pf3D7_10_v3	1386702	1386867	rev	0	xV01	TRUE
Pf3D7_10_v3	1389265	1389367	rev	0	xV01	TRUE
Pf3D7_10_v3	1391942	1392117	for	0	xV01	TRUE
Pf3D7_10_v3	1399579	1399681	for	0	xV01	TRUE
Pf3D7_10_v3	1414633	1414701	for	12	xV01	TRUE
Pf3D7_10_v3	1432630	1432788	for	0	xV01	TRUE
Pf3D7_10_v3	1433964	1434129	for	0	xV01	TRUE
Pf3D7_10_v3	1436483	1436678	for	0	xV01	TRUE
Pf3D7_10_v3	1439012	1439190	for	0	xV01	TRUE
Pf3D7_10_v3	217684	217875	for	1	xV01	TRUE
Pf3D7_10_v3	233479	233558	rev	0	xV01	TRUE
Pf3D7_10_v3	240451	240617	rev	0	xV01	TRUE
Pf3D7_10_v3	377098	377206	for	22	xV01	TRUE
Pf3D7_10_v3	425197	425310	rev	24	xV01	TRUE
Pf3D7_10_v3	444063	444147	rev	0	xV01	TRUE
Pf3D7_10_v3	455334	455482	for	19	xV01	TRUE
Pf3D7_10_v3	548741	548780	rev	39	xV01	TRUE
Pf3D7_10_v3	657230	657261	rev	0	xV01	TRUE
Pf3D7_10_v3	74716	74855	rev	0	xV01	TRUE
Pf3D7_10_v3	821898	821899	for	0	xV01	TRUE
Pf3D7_10_v3	87115	87272	rev	11	xV01	TRUE
Pf3D7_10_v3	92811	92927	rev	11	xV01	TRUE
Pf3D7_10_v3	992434	992490	for	0	xV01	TRUE
Pf3D7_11_v3	1009858	1010036	rev	0	xV01	TRUE
Pf3D7_11_v3	1018964	1019067	rev	16	xV01	TRUE
Pf3D7_11_v3	1037945	1038075	rev	0	xV01	TRUE
Pf3D7_11_v3	1100229	1100269	rev	0	xV01	TRUE
Pf3D7_11_v3	1120256	1120425	for	0	xV01	TRUE
Pf3D7_11_v3	1126101	1126116	for	0	xV01	TRUE
Pf3D7_11_v3	115505	115665	rev	0	xV01	TRUE
Pf3D7_11_v3	119496	119685	rev	0	xV01	TRUE
Pf3D7_11_v3	124030	124158	rev	0	xV01	TRUE
Pf3D7_11_v3	1315022	1315200	for	0	xV01	TRUE
Pf3D7_11_v3	1376188	1376369	rev	0	xV01	TRUE
Pf3D7_11_v3	1552473	1552620	for	0	xV01	TRUE
Pf3D7_11_v3	1640554	1640683	rev	0	xV01	TRUE
Pf3D7_11_v3	1659749	1659915	rev	17	xV01	TRUE
Pf3D7_11_v3	1737664	1737726	rev	71	xV01	TRUE
Pf3D7_11_v3	1750880	1750995	for	0	xV01	TRUE
Pf3D7_11_v3	1815384	1815416	rev	109	xV01	TRUE
Pf3D7_11_v3	1816228	1816410	rev	19	xV01	TRUE
Pf3D7_11_v3	1890318	1890437	rev	12	xV01	TRUE
Pf3D7_11_v3	242609	242610	rev	5	xV01	TRUE
Pf3D7_11_v3	286444	286619	for	0	xV01	TRUE
Pf3D7_11_v3	494650	494717	for	0	xV01	TRUE
Pf3D7_11_v3	659204	659291	for	26	xV01	TRUE
Pf3D7_11_v3	694932	694933	for	0	xV01	TRUE
Pf3D7_11_v3	767388	767389	for	0	xV01	TRUE
Pf3D7_11_v3	769598	769741	rev	0	xV01	TRUE
Pf3D7_12_v3	1069935	1070064	rev	45	xV01	TRUE
Pf3D7_12_v3	1116114	1116286	rev	17	xV01	TRUE
Pf3D7_12_v3	1162824	1162985	rev	0	xV01	TRUE
Pf3D7_12_v3	1173568	1173724	rev	0	xV01	TRUE
Pf3D7_12_v3	1212110	1212117	for	3	xV01	TRUE
Pf3D7_12_v3	1237470	1237558	for	0	xV01	TRUE
Pf3D7_12_v3	1559858	1559910	for	42	xV01	TRUE
Pf3D7_12_v3	1663323	1663492	for	0	xV01	TRUE
Pf3D7_12_v3	1670754	1670910	for	0	xV01	TRUE
Pf3D7_12_v3	1681359	1681411	rev	0	xV01	TRUE
Pf3D7_12_v3	1690134	1690200	rev	0	xV01	TRUE
Pf3D7_12_v3	1690985	1691129	rev	0	xV01	TRUE
Pf3D7_12_v3	1959809	1959963	for	0	xV01	TRUE
Pf3D7_12_v3	1996826	1996883	for	0	xV01	TRUE
Pf3D7_12_v3	2050145	2050253	rev	0	xV01	TRUE
Pf3D7_12_v3	2092968	2093058	for	0	xV01	TRUE
Pf3D7_12_v3	2115698	2115877	rev	0	xV01	TRUE
Pf3D7_12_v3	2117933	2117988	rev	0	xV01	TRUE
Pf3D7_12_v3	2136607	2136773	for	0	xV01	TRUE
Pf3D7_12_v3	2140353	2140526	for	0	xV01	TRUE
Pf3D7_12_v3	234146	234147	rev	1	xV01	TRUE
Pf3D7_12_v3	387169	387362	for	0	xV01	TRUE
Pf3D7_12_v3	63176	63268	rev	0	xV01	TRUE
Pf3D7_12_v3	642178	642313	for	0	xV01	TRUE
Pf3D7_12_v3	659918	659988	rev	0	xV01	TRUE
Pf3D7_12_v3	684108	684244	for	10	xV01	TRUE
Pf3D7_12_v3	698119	698259	rev	0	xV01	TRUE
Pf3D7_12_v3	753385	753394	for	0	xV01	TRUE
Pf3D7_12_v3	943338	943353	for	30	xV01	TRUE
Pf3D7_12_v3	95416	95600	rev	0	xV01	TRUE
Pf3D7_12_v3	96345	96534	rev	9	xV01	TRUE
Pf3D7_13_v3	103676	103872	for	0	xV01	TRUE
Pf3D7_13_v3	1150323	1150472	for	0	xV01	TRUE
Pf3D7_13_v3	1299037	1299054	rev	112	xV01	TRUE
Pf3D7_13_v3	1370584	1370718	for	0	xV01	TRUE
Pf3D7_13_v3	1419549	1419668	rev	0	xV01	TRUE
Pf3D7_13_v3	156583	156702	for	0	xV01	TRUE
Pf3D7_13_v3	1745510	1745544	rev	0	xV01	TRUE
Pf3D7_13_v3	1760386	1760423	for	0	xV01	TRUE
Pf3D7_13_v3	1827568	1827570	for	17	xV01	TRUE
Pf3D7_13_v3	1867696	1867891	for	3	xV01	TRUE
Pf3D7_13_v3	1876397	1876452	rev	32	xV01	TRUE
Pf3D7_13_v3	192172	192249	rev	0	xV01	TRUE
Pf3D7_13_v3	192964	193130	rev	0	xV01	TRUE
Pf3D7_13_v3	2102173	2102226	for	0	xV01	TRUE
Pf3D7_13_v3	2114995	2115118	rev	0	xV01	TRUE
Pf3D7_13_v3	2124642	2124836	rev	0	xV01	TRUE
Pf3D7_13_v3	2203232	2203308	rev	11	xV01	TRUE
Pf3D7_13_v3	2374839	2374945	for	0	xV01	TRUE
Pf3D7_13_v3	2479088	2479244	for	0	xV01	TRUE
Pf3D7_13_v3	2481107	2481275	for	0	xV01	TRUE
Pf3D7_13_v3	2651464	2651632	rev	0	xV01	TRUE
Pf3D7_13_v3	2669178	2669270	rev	3	xV01	TRUE
Pf3D7_13_v3	305483	305560	for	156	xV01	TRUE
Pf3D7_13_v3	374832	374878	rev	0	xV01	TRUE
Pf3D7_13_v3	388985	389148	rev	0	xV01	TRUE
Pf3D7_13_v3	585349	585538	rev	0	xV01	TRUE
Pf3D7_13_v3	781214	781287	for	0	xV01	TRUE
Pf3D7_13_v3	852828	853018	for	0	xV01	TRUE
Pf3D7_13_v3	862547	862677	rev	0	xV01	TRUE
Pf3D7_13_v3	911729	911900	rev	0	xV01	TRUE
Pf3D7_13_v3	92499	92637	rev	0	xV01	TRUE
Pf3D7_13_v3	944479	944597	rev	0	xV01	TRUE
Pf3D7_14_v3	1038376	1038480	rev	0	xV01	TRUE
Pf3D7_14_v3	1171334	1171494	for	9	xV01	TRUE
Pf3D7_14_v3	120268	120299	rev	0	xV01	TRUE
Pf3D7_14_v3	1367200	1367225	for	6	xV01	TRUE
Pf3D7_14_v3	1481874	1482057	for	0	xV01	TRUE
Pf3D7_14_v3	150129	150282	for	0	xV01	TRUE
Pf3D7_14_v3	1709989	1710120	rev	0	xV01	TRUE
Pf3D7_14_v3	1912279	1912312	for	0	xV01	TRUE
Pf3D7_14_v3	1956201	1956225	rev	0	xV01	TRUE
Pf3D7_14_v3	1967064	1967111	rev	4	xV01	TRUE
Pf3D7_14_v3	1992293	1992425	rev	0	xV01	TRUE
Pf3D7_14_v3	2215973	2216002	for	11	xV01	TRUE
Pf3D7_14_v3	2287571	2287701	for	0	xV01	TRUE
Pf3D7_14_v3	2356313	2356431	for	9	xV01	TRUE
Pf3D7_14_v3	2377029	2377060	for	44	xV01	TRUE
Pf3D7_14_v3	2382240	2382353	for	0	xV01	TRUE
Pf3D7_14_v3	2395495	2395496	rev	0	xV01	TRUE
Pf3D7_14_v3	240082	240252	for	0	xV01	TRUE
Pf3D7_14_v3	2524979	2525075	rev	0	xV01	TRUE
Pf3D7_14_v3	2536428	2536485	rev	16	xV01	TRUE
Pf3D7_14_v3	2681038	2681092	for	15	xV01	TRUE
Pf3D7_14_v3	2763590	2763591	rev	0	xV01	TRUE
Pf3D7_14_v3	2775037	2775038	for	0	xV01	TRUE
Pf3D7_14_v3	279665	279784	for	0	xV01	TRUE
Pf3D7_14_v3	2858953	2859114	for	5	xV01	TRUE
Pf3D7_14_v3	2957799	2957800	for	0	xV01	TRUE
Pf3D7_14_v3	3124647	3124836	for	0	xV01	TRUE
Pf3D7_14_v3	3126388	3126627	for	0	xV01	TRUE
Pf3D7_14_v3	3154189	3154369	for	0	xV01	TRUE
Pf3D7_14_v3	3189633	3189641	for	1	xV01	TRUE
Pf3D7_14_v3	3193557	3193804	for	0	xV01	TRUE
Pf3D7_14_v3	3214353	3214476	for	17	xV01	TRUE
Pf3D7_14_v3	3239424	3239545	rev	0	xV01	TRUE
Pf3D7_14_v3	39963	40135	for	0	xV01	TRUE
Pf3D7_14_v3	407382	407569	rev	0	xV01	TRUE
Pf3D7_14_v3	47595	47725	for	47	xV01	TRUE
Pf3D7_14_v3	564263	564350	rev	14	xV01	TRUE
Pf3D7_14_v3	602103	602114	rev	0	xV01	TRUE
Pf3D7_14_v3	620491	620657	for	0	xV01	TRUE
Pf3D7_14_v3	654530	654626	rev	43	xV01	TRUE
Pf3D7_14_v3	724736	724841	for	0	xV01	TRUE
Pf3D7_14_v3	832581	832594	rev	14	xV01	TRUE
Pf3D7_14_v3	922754	922804	for	114	xV01	TRUE
